0,1,2,3,4,5,6,gender,label
18.340675243162224,13.555996339671184,18.51865041999835,16.406941396867964,18.301380556225727,18.19471336058152,57.208693633709416,female,adult
18.476855913912658,15.408468745365221,19.696651191290176,17.34669565484519,20.41613920121125,22.0755102119638,57.11451759842532,female,adult
18.494276618850304,15.153821655444837,19.651917961221915,17.228113035693596,19.638474691298697,21.40375899786313,59.100617158918666,female,adult
20.156356691835292,14.150758417912698,18.123584714009958,17.499763614482216,19.94380962679948,22.247493928863285,58.47209209276336,female,adult
19.220978522123005,13.916153762651716,18.438194502364603,17.3171029895966,18.977174360011038,21.638278886980387,58.002571287444525,female,adult
19.15743194476189,14.6316104214186,20.43229263528726,16.538952854927885,18.879212063719304,20.438204227469466,57.86844906105752,female,adult
18.513171902374832,14.885601827629005,20.949551543968184,17.71618952349695,19.83065508900498,19.478687514091376,57.776817788225806,female,adult
18.184458998038078,14.786829306194543,19.81997673707429,18.548737824716547,20.26926865203801,21.896488431658934,58.09948229816304,female,adult
18.3462333806949,14.76882690295534,18.506644795547523,17.72905322115298,20.070349552800657,21.71755762324705,59.03468279657105,female,adult
18.266780982058922,15.04429420840469,20.164085221286847,17.913820746604937,20.445308145985663,21.75626880261541,59.44518983091633,female,adult
17.55694976593769,15.902683785780312,20.362137218081006,19.131095114247756,20.89982101406862,23.313300673500272,58.498558646518326,female,adult
21.993324797961566,15.6607918169513,20.695674345950565,18.615268854557904,20.748886963147605,23.17956638882573,58.07375825911757,female,adult
18.594467221634048,15.277351500771738,18.450911120195148,17.2631581971802,20.331888936585287,22.0883444814169,57.79995542738829,female,adult
16.77014359556305,15.59578402247131,19.568308188524703,16.983375964295067,20.07739549903736,20.33599161388529,58.129281635144416,female,adult
17.27461369324881,14.171074020199653,18.429017958475164,17.13809502634498,20.22200742605379,20.48142787410426,58.35137450906432,female,adult
16.770247661914347,15.156036301823619,19.458635642762097,16.814952699488465,19.029552146300198,21.4739377483994,59.41403576210605,female,adult
18.167991257631297,13.448050436404012,16.95033289146893,15.491145774542021,17.204799654928397,19.826389734583568,59.7865383670001,female,adult
17.129975030197194,15.793161552139823,19.597306695100492,17.772813608966793,19.77156225968556,20.05978245925431,57.74401261659677,female,adult
17.709777027589947,13.347760537627058,17.37303187033607,15.582760123249177,18.80609001644712,18.200061902441956,58.64216261734895,female,adult
17.266755755798147,13.909002508425942,17.533375277912707,16.493068259870295,18.39630782907657,19.74474924198672,60.31181426593612,female,adult
16.892613646062113,16.28544700145104,20.291144501487675,18.59070623534482,19.564903750572768,22.07888914253541,59.11104077263782,female,adult
17.39904813877798,15.227531859125959,18.95879512048376,17.32045975873426,20.67276090367062,25.931888487978963,60.16117933273881,female,adult
15.810231783716512,15.592793219929618,19.751030108982363,17.77988540396798,22.935089868733744,24.07048085338606,58.34612776339166,female,adult
16.137165387470517,16.3583762520545,20.19145715554586,18.490283152403993,20.23573653184675,22.828286686179545,58.50790721796081,female,adult
16.589619222969617,15.457619062211325,19.118416334774178,18.440883914830128,20.361993557480258,20.892885586605153,58.75956913178029,female,adult
16.772625468291356,15.888127267212237,18.887628347607922,17.980384423796995,18.84606881355458,20.522365063354602,58.78278922484534,female,adult
16.599878473342823,16.508827992746326,20.520339207451944,18.240424627870684,20.041860081671697,20.924341908030378,57.83473890088682,female,adult
16.075369952748908,15.804598482966352,20.298845195548502,17.258513488611378,19.709842644838172,19.943942676926177,58.55542985375399,female,adult
16.948877390100915,14.179858820005114,19.52222110442017,16.675424872440857,19.68492088356095,22.031514209716313,59.41485063611582,female,adult
17.327704235014878,14.517148115264611,17.73043837282897,16.444940593973858,18.5793669793385,20.747382451771664,58.995243771748484,female,adult
16.11396056952703,15.130718458538855,19.719386774393065,17.315206622713223,19.097571722187094,20.085250533378098,59.01291706894837,female,adult
18.33676716566432,13.303309706323006,17.710489203260586,16.486951964461447,18.618966851517293,18.578392705821773,58.71123274842408,female,adult
16.127707604983776,14.836784996655407,20.372048555671093,17.744750361996882,19.517849117113805,19.882523735689325,58.75848116504172,female,adult
17.452832578505788,15.880870891739642,17.63423058680694,16.77962041187974,20.76910071815817,21.45673404167918,58.864727746144275,female,adult
17.839147949772407,14.961273656761117,17.36674092036241,17.876560511430934,19.288190871935672,20.143031811252637,58.47341484722721,female,adult
18.838892538078763,12.5066928203831,13.46926264480086,15.375162832666694,16.802098950430256,15.978570629000235,57.62849885691227,female,adult
18.671291036076752,13.290743373018135,16.436615935222868,16.554173791992685,19.950555638515638,20.08327716770245,58.74075145469369,female,adult
16.781819856978032,15.654596123015665,19.124502301662197,18.459236702662388,21.879803788923628,20.653775540408834,57.68380826945842,female,adult
17.170801661289733,15.527380605754393,18.29545397087068,18.14457778555418,20.851743437285258,20.871785183728615,57.66146454993639,female,adult
18.413006013634934,14.798156711214553,16.877673397578295,16.192684268090147,18.116165722517756,18.31677870898167,58.88526529407148,female,adult
17.78656042162252,14.640010977657086,17.362910679139436,17.193719133595696,20.80432502012311,21.701750646806545,58.8731364762121,female,adult
17.664818979344197,15.542476277383333,17.842840432942147,16.925256246191527,20.593296988234467,20.188552634597343,58.769065925196,female,adult
18.000022944823957,15.727090811001398,18.58834085506517,16.962768545164874,19.65897119971464,18.788955526676776,57.80676131520168,female,adult
17.944877440715835,15.11075356807506,17.799854248882987,16.572140759028674,19.18155052538885,20.22717042720323,57.0089985727968,female,adult
17.635007416634853,15.841609344117149,17.22027867951756,17.566255277974086,19.93846464628358,20.343048545795224,57.67163548930369,female,adult
18.051329515497837,14.258937127395235,15.395660011742281,17.307176158458844,16.822081403867738,18.054767335090403,58.06142344271822,female,adult
17.515435907028188,15.867765398110237,19.2371907557606,16.640604408333125,20.12709568306604,19.360543550808867,58.81537023427045,female,adult
17.175217995981065,16.111051328454714,18.499926431781947,18.01081938517057,19.50107575314409,19.890044210184783,57.78874176399297,female,adult
17.772027525758716,14.872118237475584,16.64603910802611,16.81849799615701,19.60120357038972,18.655618729334673,57.59993293819455,female,adult
17.39896242108004,15.051995402850142,18.552771307872014,16.953270462657763,19.5881855980546,19.001187096760997,59.4004597693024,female,adult
16.536928850107447,16.26326384808517,20.08086378472165,18.26307871101517,20.513578536032448,19.79733027048908,57.90661122328192,female,adult
17.83754684336592,14.160374406567485,16.92022848455172,17.06663406369851,20.038482967670245,21.479549243969494,59.336961638813484,female,adult
18.087550725122565,14.568996257419085,16.396303718164614,16.891742355015857,18.990188303549235,20.289575705817597,58.46932710247263,female,adult
17.927426838611325,14.733066159750324,17.422751446528768,17.184514444953038,19.296843308069572,20.127885336748264,57.63260105004383,female,adult
18.436520064975596,13.454988768202753,16.00461791000151,16.728057318556214,18.160715208865057,18.08365623222299,58.072182173742476,female,adult
16.835556268519447,16.382085017162805,18.83769082774316,18.717775766795892,20.646168666753415,20.539210001322402,57.20682583392803,female,adult
17.55539528801822,15.869835770890793,18.98651686652525,17.8810852449952,20.057918277197206,20.388122302465,58.3053432935192,female,adult
17.656539322299476,14.586205283031223,17.73560045117643,17.244259090318877,18.861217938636056,19.429977814871442,58.70018354442688,female,adult
17.94974669789192,16.469113312202847,18.50813983975547,17.356704976922575,19.670774432235522,20.776266069582586,58.672079452872836,female,adult
