0,1,2,3,4,5,6,gender,label
14.142816264592497,16.84657034624479,22.461281862038025,22.53385395638188,22.694636951140886,25.951607113705766,25.51608649118507,female,child
12.848059465736847,15.352366037076079,19.759007891339518,20.093514738893454,22.53564925246937,23.686760893218747,25.646968666227842,female,child
11.795383457423512,15.434557253660317,19.824656392323437,20.276782424239826,20.187602067328736,22.970604282485592,25.855401410592584,female,child
13.425863637109707,16.573618406574465,22.234241384589797,22.879554226240764,23.12909869328237,24.709436065412202,26.075565284740605,female,child
13.738071516494287,14.553912149893204,20.704994582994765,20.956971247156552,22.871097109872235,24.928409966359105,28.778406339992006,female,child
12.288945192198813,14.761087234756099,19.728465883252383,20.17207417743826,21.15495777432996,23.34970639408257,24.26018516432945,female,child
13.355519667480817,15.969319161462,20.028970876667,19.860010617751325,21.76392501221755,24.608417387450114,26.681065897420986,female,child
12.111406811919194,14.852366820156352,19.891714778716533,18.979576003338916,19.856724841089896,23.704876020706013,22.663174870188747,female,child
12.639337599051485,15.79009812405432,20.913940238541034,21.84073833403431,23.282889332689418,25.541972380375935,25.828490471351145,female,child
11.640717380149951,15.57858474153178,20.309562752556367,20.623835038168988,21.520641399299645,24.092862477013544,25.872320114151574,female,child
12.360720617422912,16.166592522612046,21.563046968083032,22.177133964114134,22.504475473276038,23.91123133376766,24.89512162053151,female,child
13.409523497154762,16.539667656471668,21.913715005218297,20.803925689685197,22.442544893971277,25.105834030162896,25.538027125742808,female,child
12.466060646361658,14.097662194653735,18.796212854751044,19.822458189527527,22.94890444386889,24.39513726085464,27.72753209117152,female,child
12.513012679960285,14.3369366238404,18.605514560255227,19.326874759862772,21.618594694043107,24.352884262005187,25.604114954449646,female,child
11.131503265032832,14.217052289002874,19.170248002153524,19.842026688216738,20.999486188718258,24.73735226990381,26.91021895073219,female,child
15.092700228000835,16.459196674340312,20.636924781225638,20.227166783922215,21.778793635223458,24.623563458925037,24.231919120363408,female,child
13.19173284453982,15.534007618501818,19.51087092646624,22.221159736396633,22.23640555650016,24.41292242158957,25.604634817865122,female,child
14.039925046049664,15.638718055107535,20.163275190177767,20.44697733135214,21.33453757609878,24.328415893071654,24.628492480781322,female,child
13.324864905534245,16.69310263636965,20.943614978147103,20.52327595333619,21.914849115140424,25.367711958492112,24.4762241319795,female,child
13.468415278894641,16.307511534695163,20.734234166777238,21.590879687214517,22.881859623277524,25.344468227748333,26.954749966703144,female,child
12.341205190239576,15.799163045320528,20.246131318465114,19.212717134153326,22.16788112839556,24.295399482110753,25.957956653426745,female,child
13.335203852693345,16.734614785230896,20.278469595634757,21.25260450395594,22.955043749955443,23.9374074713355,26.00463394234084,female,child
13.494899486183382,15.902131953879666,19.755658644293437,20.00971467766719,22.262275162765242,24.676308493269836,25.394140637177454,female,child
13.305939791584517,15.602974884889894,20.52431148387862,20.044960113760865,21.88713334035649,23.546061295512086,23.497948304805767,female,child
11.504098696070528,13.540725016817735,17.971362932386416,20.912346847331044,20.74354172056083,22.06139696182797,25.720124988682898,female,child
12.096076452418744,13.961101593345173,18.0199057949606,20.987753135985653,19.435215180869804,21.634671003344106,24.19484895930209,female,child
10.95670368956438,13.474065410497,18.95626469553482,22.751957930404537,20.82815441637738,24.006547227748573,25.2867619203726,female,child
12.66648482957386,13.88978422673066,18.694735298299403,22.01137916142543,20.70710672742713,22.737992742287734,24.088798560716352,female,child
13.446614176230938,14.500952878732678,19.78207598033047,22.399462568638288,22.95536770871163,23.788839441761702,25.018931029521486,female,child
11.987179411832876,13.359301828453578,19.58506666332208,22.946405210770102,21.42875222675766,22.72911332821049,24.8202798968642,female,child
13.361209277673154,13.870815418054345,17.756757577461517,20.57706804929543,19.211850526919516,22.736436768547833,22.953419614611242,female,child
12.742260747404028,14.709212641538286,19.312456666082557,21.816713899021156,21.312637147286157,24.980587623543787,23.484268078328284,female,child
11.063496249398833,16.188975572819164,21.900902729867276,23.47544562056899,23.474911525632592,25.58766148768536,24.590087866787098,female,child
12.155535853446782,14.922732304846319,20.431280954809925,24.37700074548424,23.099647465578098,24.31921555206794,24.68479810190229,female,child
11.629119763173009,15.820704522698863,20.02362543558639,21.77512988911043,22.849044545969715,22.872642055576794,26.772879628072875,female,child
14.6436073908355,13.558468530252867,19.435690704434453,21.159326588073533,22.54598066412932,24.325607762466745,25.632325485933745,female,child
14.52042187484373,15.885647871156282,19.92782411199668,22.27487721286437,23.24645065979611,24.81980107409603,26.227345261164746,female,child
13.178553112616127,17.29978856878656,21.22030669922059,21.553526273078777,22.082288398218314,24.2293059524584,27.42966522486977,female,child
12.87208779068508,15.055978797703222,18.81202989782095,20.614355122572633,20.262157125937385,21.02841068614194,23.928391171100866,female,child
13.56967949455356,17.258430973117207,21.730604497127715,22.08160260730971,23.158387581706837,24.23567837813603,26.87938021950043,female,child
11.78200698602581,15.612286696381199,19.926430367611804,21.96226149678002,23.058321290425575,24.358082480473524,25.387113529659434,female,child
13.38586296326642,14.379903303286232,19.482606902937313,21.97221577446593,24.07889955674384,25.2416836220425,25.52426588615954,female,child
12.944230250808094,16.98293393550676,21.46028951222964,23.17563848472482,23.017421632608336,24.75455391753506,25.62415244716295,female,child
11.369337533016244,16.131682069899345,20.700493394007758,21.12011670985742,21.059481674263353,24.392472412456197,25.754860458393257,female,child
13.333063415243371,16.800000294263164,20.75388848954339,20.962740098518573,23.539553213239362,23.415692712877338,26.111335895418105,female,child
13.390381675693078,14.943544190904408,18.960235218240694,20.746490922962344,23.753053268440013,24.382311900851946,26.333522651466875,female,child
13.831575352607604,16.203412234512275,20.104361560082587,21.362377935602172,22.608826918059833,23.15371875353362,25.6542231862107,female,child
13.651741291636162,15.978307033703388,20.013867288080583,22.069954887520133,21.476409580845885,23.59618469206399,25.056812409053872,female,child
13.86805718060931,16.84140248082722,21.005948915721877,21.840514706988397,23.228719216636257,27.426489449557426,26.60975387837587,female,child
